property_id,city,state,county,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,last_sale_price,assessed_value,owner_occupied,avm_value_modelA,avm_value_modelB,assessment_ratio,assessment_flag,avm_residual_pct
P-100574,Fort Worth,TX,Tarrant,Condo,7,2.5,775,1681,1923,723418.33,621309.49,False,703639.7,500096.94,1.1643,Under-assessed,2.73
P-100576,Louisville,KY,Jefferson,Single Family,4,2.0,2915,3631,1960,392740.62,419104.28,False,405956.4,358715.57,0.9371,Within band,-3.37
P-100577,Irvine,CA,Orange,Townhouse,7,2.5,4233,15916,1958,3321352.31,3206505.77,False,3319592.57,2633994.88,1.0358,Within band,0.05
P-100578,Memphis,TN,Shelby,Condo,2,3.0,5129,8582,1935,410464.19,425397.71,False,442105.72,512569.67,0.9649,Within band,-7.71
P-100579,Arlington,VA,Arlington,Single Family,1,3.0,5595,11885,1983,322618.17,295324.34,False,320995.59,551704.04,1.0924,Within band,0.5
P-100581,Indianapolis,IN,Marion,Townhouse,7,5.0,2730,5393,1968,484519.33,406783.93,True,466132.27,405275.5,1.1911,Under-assessed,3.79
P-100582,Denver,CO,Denver,Condo,7,1.0,1618,6646,1992,1092931.77,961075.3,True,1077535.13,1036138.46,1.1372,Under-assessed,1.41
P-100583,Honolulu,HI,Honolulu,Condo,5,5.0,3172,4221,1976,998401.92,1034365.07,False,1054268.21,1295228.48,0.9652,Within band,-5.6
P-100584,Billings,MT,Yellowstone,Condo,7,4.5,5350,10549,1925,551658.03,451390.8,False,528495.93,498730.81,1.2221,Under-assessed,4.2
P-100585,Oklahoma City,OK,Oklahoma,Condo,1,2.5,2271,7608,1993,409660.3,411423.84,True,438294.9,362519.43,0.9957,Within band,-6.99
P-100586,Reno,NV,Washoe,Single Family,2,3.5,965,5730,1939,831260.67,691500.51,False,807888.39,548630.64,1.2021,Under-assessed,2.81
P-100587,New Orleans,LA,Orleans,Single Family,4,1.5,1233,4912,1992,512726.79,507136.69,False,528781.44,568417.17,1.011,Within band,-3.13
P-100588,San Diego,CA,San Diego,Condo,2,3.5,2591,8521,1949,1840254.58,2009040.99,True,1938242.01,1309127.43,0.916,Within band,-5.32
P-100589,Irvine,CA,Orange,Condo,5,2.0,5004,9017,2019,3223260.5,3144054.03,True,3166831.46,1927920.23,1.0252,Within band,1.75
P-100590,Boston,MA,Suffolk,Single Family,4,1.0,1966,3945,1973,1253297.17,1270109.6,False,1305482.61,1206596.27,0.9868,Within band,-4.16
P-100591,Hempstead,NY,Nassau,Multi Family,3,2.0,3895,15313,1991,1186376.47,991465.37,False,1181158.86,1484284.94,1.1966,Under-assessed,0.44
P-100592,Irvine,CA,Orange,Multi Family,3,4.5,6335,8540,2013,1009524.88,986171.98,True,1063431.29,1974341.9,1.0237,Within band,-5.34
P-100593,Billings,MT,Yellowstone,Townhouse,3,1.5,2502,7373,1983,386071.42,368815.3,True,398051.28,465526.22,1.0468,Within band,-3.1
P-100594,Manhattan,NY,New York,Townhouse,3,1.5,3445,8111,1941,811580.79,767747.89,False,787028.35,907428.55,1.0571,Within band,3.03
P-100595,Tacoma,WA,Pierce,Single Family,1,1.0,5022,13835,2022,1045154.63,1097152.48,True,1052057.48,978095.02,0.9526,Within band,-0.66
P-100596,Charleston,SC,Charleston,Single Family,4,4.0,4640,8949,1931,794312.15,809793.39,False,829386.56,618670.92,0.9809,Within band,-4.42
P-100597,Henderson,NV,Clark,Condo,6,1.5,6390,17661,1960,815972.56,758865.32,False,737414.79,626021.41,1.0753,Within band,9.63
P-100598,Honolulu,HI,Honolulu,Condo,6,2.5,2773,10475,1939,1927746.87,1966433.29,False,1926625.63,1730772.41,0.9803,Within band,0.06
P-100599,Oakland,CA,Alameda,Townhouse,4,2.5,5824,11537,1981,2067906.47,2198943.28,True,2163028.73,1448948.1,0.9404,Within band,-4.6
P-100600,Knoxville,TN,Knox,Condo,4,4.5,3265,7318,2004,451394.92,424049.77,True,433120.07,437546.21,1.0645,Within band,4.05
P-100601,Fairfax,VA,Fairfax,Condo,7,4.0,1098,10310,2018,687830.42,615804.61,True,709839.42,895062.18,1.117,Under-assessed,-3.2
P-100602,Phoenix,AZ,Maricopa,Single Family,5,2.5,5722,7529,1998,596386.09,585346.01,True,622426.26,499095.36,1.0189,Within band,-4.37
P-100603,Knoxville,TN,Knox,Condo,2,2.0,4988,11468,2011,298880.89,253576.9,False,295593.0,467289.84,1.1787,Under-assessed,1.1
P-100604,Columbia,SC,Richland,Condo,3,1.0,2484,12831,2018,656694.62,579032.26,True,575378.62,436784.33,1.1341,Under-assessed,12.38
P-100606,Chicago,IL,Cook,Multi Family,1,2.5,3928,13119,1955,497012.62,477112.82,True,488664.42,751756.46,1.0417,Within band,1.68
P-100607,Provo,UT,Utah,Condo,4,3.5,4505,13731,1933,621398.48,523920.56,True,586806.81,561730.26,1.1861,Under-assessed,5.57
P-100609,Fort Wayne,IN,Allen,Single Family,6,4.5,4814,13903,2014,894349.18,962649.84,False,939202.14,509855.71,0.929,Within band,-5.02
P-100610,Charleston,SC,Charleston,Single Family,4,4.5,1998,12257,2022,529179.49,542249.18,True,550723.72,372507.22,0.9759,Within band,-4.07
P-100611,Seattle,WA,King,Single Family,2,3.0,4886,16109,1946,2898581.87,2641697.93,False,2880844.83,2430694.36,1.0972,Within band,0.61
P-100612,Hempstead,NY,Nassau,Single Family,1,1.0,3154,14646,1944,1057766.3,1016851.32,True,1176687.49,2320504.26,1.0402,Within band,-11.24
P-100613,Memphis,TN,Shelby,Condo,3,4.0,5387,17336,1959,406474.35,374354.95,True,396033.2,503184.46,1.0858,Within band,2.57
P-100614,Waukegan,IL,Lake,Condo,5,4.0,3304,12735,2018,785652.17,693865.41,True,756322.41,545888.32,1.1323,Under-assessed,3.73
P-100615,Waukegan,IL,Lake,Townhouse,1,1.0,1722,10105,2023,462957.44,435877.54,True,461413.38,512334.76,1.0621,Within band,0.33
P-100616,Rockville,MD,Montgomery,Townhouse,7,2.5,1960,12343,1955,1153617.21,1074217.17,True,1106977.04,1023618.22,1.0739,Within band,4.04
P-100617,Atlanta,GA,Fulton,Multi Family,2,5.0,2164,8430,1967,259624.37,285231.52,True,284381.52,332008.77,0.9102,Within band,-9.54
P-100619,Fairfax,VA,Fairfax,Single Family,3,1.0,5621,17307,1939,1146767.49,1217034.48,True,1230834.13,809357.87,0.9423,Within band,-7.33
P-100620,Las Vegas,NV,Clark,Townhouse,7,3.5,6410,9182,1995,683265.72,652451.89,True,690465.05,709628.14,1.0472,Within band,-1.05
P-100621,Manhattan,NY,New York,Condo,6,5.0,3952,6785,2001,2727826.71,2952400.45,True,2915424.7,1605482.75,0.9239,Within band,-6.88
P-100622,Louisville,KY,Jefferson,Single Family,2,3.5,5442,15708,1922,718043.6,576683.51,False,678223.4,701259.36,1.2451,Under-assessed,5.55
P-100623,Boise,ID,Ada,Single Family,3,2.0,5228,10397,1972,296249.1,261244.26,False,294630.07,481580.97,1.134,Under-assessed,0.55
P-100625,Indianapolis,IN,Marion,Single Family,3,1.0,1544,10015,2004,612268.66,515496.28,False,556267.3,555050.13,1.1877,Under-assessed,9.15
P-100626,Henderson,NV,Clark,Townhouse,6,1.5,2132,7997,1959,246941.6,211344.53,True,224052.7,416683.71,1.1684,Under-assessed,9.27
P-100627,Rockville,MD,Montgomery,Multi Family,3,1.0,2519,10825,1933,805183.18,709212.02,True,793357.39,658387.24,1.1353,Under-assessed,1.47
P-100628,Oklahoma City,OK,Oklahoma,Townhouse,7,1.0,1340,6407,2021,717342.03,648355.77,True,730382.52,506451.86,1.1064,Under-assessed,-1.82
P-100629,San Francisco,CA,San Francisco,Single Family,6,5.0,3665,3746,1981,935955.9,880959.33,False,909912.66,1181487.56,1.0624,Within band,2.78
P-100630,Charlotte,NC,Mecklenburg,Multi Family,7,3.5,2919,13974,2013,800693.36,735160.7,False,736703.12,570953.63,1.0891,Within band,7.99
P-100631,Phoenix,AZ,Maricopa,Single Family,5,4.0,1232,11809,1949,227702.32,185184.46,False,217642.77,246522.72,1.2296,Under-assessed,4.42
P-100633,Bronx,NY,Bronx,Single Family,4,4.0,4060,4953,1958,1746192.66,1729141.36,True,1756505.11,1335897.36,1.0099,Within band,-0.59
P-100635,Everett,WA,Snohomish,Townhouse,6,3.5,2667,9641,1963,2508738.66,2623515.47,True,2456280.93,2010852.54,0.9563,Within band,2.09
P-100636,Honolulu,HI,Honolulu,Multi Family,2,2.0,1288,10053,1932,834466.61,826018.48,False,852044.75,641490.13,1.0102,Within band,-2.11
P-100638,San Francisco,CA,San Francisco,Townhouse,5,5.0,2596,13970,2022,598935.22,564122.42,True,591224.27,890344.02,1.0617,Within band,1.29
P-100639,Tulsa,OK,Tulsa,Condo,1,4.0,5983,8109,1955,328301.56,340474.15,True,385807.29,649490.13,0.9642,Within band,-17.52
P-100640,Wichita,KS,Sedgwick,Condo,4,4.5,5168,5373,1963,385664.86,403709.58,True,425649.35,688210.3,0.9553,Within band,-10.37
P-100641,Raleigh,NC,Wake,Single Family,5,3.5,1280,4680,2015,888197.51,791570.34,True,858351.4,860489.06,1.1221,Under-assessed,3.36
P-100642,Hempstead,NY,Nassau,Condo,5,4.5,2522,8670,1988,851677.04,923767.86,False,942525.49,1129789.45,0.922,Within band,-10.67
P-100643,Bronx,NY,Bronx,Townhouse,3,3.5,3575,13901,1933,2475915.46,2693973.84,True,2644911.16,1796519.64,0.9191,Within band,-6.83
P-100644,Everett,WA,Snohomish,Townhouse,7,4.5,5975,8797,2007,3217206.7,3133711.66,False,3207138.02,2448888.03,1.0266,Within band,0.31
P-100645,Wichita,KS,Sedgwick,Single Family,3,2.5,1963,11290,2000,488092.56,529850.75,True,536644.36,461337.72,0.9212,Within band,-9.95
P-100646,Bronx,NY,Bronx,Condo,3,2.0,3000,4061,1923,1081372.18,1014065.28,False,1132660.12,1162967.61,1.0664,Within band,-4.74
P-100647,Tulsa,OK,Tulsa,Single Family,6,1.0,6187,17276,1972,796308.92,843012.99,True,819755.31,587049.09,0.9446,Within band,-2.94
P-100648,Boise,ID,Ada,Condo,7,4.0,926,6879,1971,678967.21,671349.51,True,672492.16,503698.72,1.0113,Within band,0.95
P-100649,Orlando,FL,Orange,Condo,7,4.5,2321,6654,1932,377420.03,310322.62,True,361980.96,319388.58,1.2162,Under-assessed,4.09
P-100650,Reno,NV,Washoe,Single Family,2,5.0,2962,3387,1948,806533.06,732991.17,True,796223.09,489126.93,1.1003,Under-assessed,1.28
P-100651,Rockville,MD,Montgomery,Single Family,5,3.0,3747,7962,2001,573501.63,495217.86,True,559203.28,706428.9,1.1581,Under-assessed,2.49
P-100652,Charleston,SC,Charleston,Single Family,5,5.0,3174,11748,1967,414823.42,412547.26,True,454020.84,435701.1,1.0055,Within band,-9.45
P-100653,Nashville,TN,Davidson,Single Family,6,2.5,3520,11692,1978,564138.23,604694.47,False,606505.3,569542.71,0.9329,Within band,-7.51
P-100654,Fort Worth,TX,Tarrant,Condo,7,5.0,1250,2167,1977,562027.69,490879.3,True,565014.87,566042.43,1.1449,Under-assessed,-0.53
P-100655,Tulsa,OK,Tulsa,Single Family,2,5.0,3080,4077,1946,297517.27,305997.75,True,303577.92,450481.33,0.9723,Within band,-2.04
P-100656,Irvine,CA,Orange,Single Family,5,2.5,5501,13483,1958,2186454.27,2031055.74,False,2291105.53,2682893.78,1.0765,Within band,-4.79
P-100657,Honolulu,HI,Honolulu,Single Family,6,2.0,3292,11603,1981,2018310.72,1796076.91,True,1795013.72,1805379.31,1.1237,Under-assessed,11.06
P-100658,Albuquerque,NM,Bernalillo,Condo,4,4.5,1936,4865,1928,713141.49,635688.83,False,707969.23,578556.84,1.1218,Under-assessed,0.73
P-100659,Tucson,AZ,Pima,Single Family,1,3.0,5593,9038,1993,644072.04,545475.12,False,580210.49,550276.31,1.1808,Under-assessed,9.92
P-100660,Charleston,SC,Charleston,Condo,3,2.0,3108,8575,2013,396068.19,354324.18,True,381372.58,389113.61,1.1178,Under-assessed,3.71
P-100661,Knoxville,TN,Knox,Condo,6,3.0,3014,9133,1923,371039.72,339398.16,False,369314.85,502004.23,1.0932,Within band,0.46
P-100662,Fort Lauderdale,FL,Broward,Townhouse,4,1.0,6001,12391,2008,868590.73,821784.46,True,857562.14,705214.96,1.057,Within band,1.27
P-100663,Tacoma,WA,Pierce,Single Family,6,1.5,3258,15258,1972,2964147.63,2505077.85,True,2818154.13,2162587.73,1.1833,Under-assessed,4.93
P-100664,Lexington,KY,Fayette,Single Family,2,1.5,6328,17983,2014,364889.77,331454.51,True,363393.59,555906.46,1.1009,Under-assessed,0.41
P-100665,Kansas City,MO,Jackson,Condo,5,1.0,1749,3701,2002,440407.58,458825.18,True,462445.71,454261.14,0.9599,Within band,-5.0
P-100666,Boston,MA,Suffolk,Single Family,5,1.5,5173,7013,1988,932582.95,982839.66,False,1008963.2,1100018.47,0.9489,Within band,-8.19
P-100668,Austin,TX,Travis,Condo,7,2.5,5387,16438,2018,374763.04,373295.4,False,391719.02,634623.38,1.0039,Within band,-4.52
P-100669,Manhattan,NY,New York,Single Family,7,2.0,5024,10734,1928,1448756.2,1562541.01,True,1566675.61,1423033.02,0.9272,Within band,-8.14
P-100670,Tucson,AZ,Pima,Single Family,1,4.0,808,8081,2015,786266.73,718746.05,False,781483.12,587044.37,1.0939,Within band,0.61
P-100671,Tampa,FL,Hillsborough,Single Family,2,2.5,1585,9598,2014,591781.76,650135.74,True,660514.85,614019.13,0.9102,Within band,-11.61
P-100672,Cambridge,MA,Middlesex,Multi Family,7,1.5,3505,9409,1959,3001430.64,3252897.04,False,3134133.61,2445050.76,0.9227,Within band,-4.42
P-100673,Rockville,MD,Montgomery,Condo,2,1.0,1648,10145,1939,468264.44,481697.24,False,470881.17,469109.6,0.9721,Within band,-0.56
P-100674,Bronx,NY,Bronx,Single Family,3,1.5,1930,2421,1983,1072434.53,1059129.64,True,1117410.91,1019154.65,1.0126,Within band,-4.19
P-100675,Fort Worth,TX,Tarrant,Condo,2,2.0,1420,1664,1964,819807.18,759112.64,False,801235.93,765040.18,1.08,Within band,2.27
P-100676,Tulsa,OK,Tulsa,Single Family,3,5.0,3594,13647,2005,678725.93,643323.93,True,669627.14,645040.96,1.055,Within band,1.34
P-100677,Phoenix,AZ,Maricopa,Condo,2,3.0,2112,14072,2004,354864.35,387578.24,False,356916.24,390797.78,0.9156,Within band,-0.58
P-100679,Lexington,KY,Fayette,Townhouse,4,4.5,2359,9784,1999,324987.62,271477.02,True,298590.15,373547.48,1.1971,Under-assessed,8.12
P-100680,Fairfax,VA,Fairfax,Condo,3,1.5,3593,10581,2002,330496.79,276912.83,True,330975.86,441531.48,1.1935,Under-assessed,-0.14
P-100681,Lakewood,CO,Jefferson,Condo,2,4.0,4785,7977,1938,1308015.38,1350883.5,False,1330872.84,975671.69,0.9683,Within band,-1.75
P-100682,Columbia,SC,Richland,Condo,2,3.5,1900,3540,2007,249195.7,263569.87,True,255544.56,328533.81,0.9455,Within band,-2.55
P-100684,Oklahoma City,OK,Oklahoma,Single Family,7,2.5,3805,6417,2002,446827.24,383382.86,False,382362.53,374656.33,1.1655,Under-assessed,14.43
P-100686,Irvine,CA,Orange,Single Family,6,4.5,4089,13673,1941,3122539.08,3308804.29,True,3188421.57,2749528.77,0.9437,Within band,-2.11
P-100687,Oklahoma City,OK,Oklahoma,Multi Family,4,1.0,5826,7549,2018,338558.78,345239.49,False,357721.05,532698.99,0.9806,Within band,-5.66
P-100688,Knoxville,TN,Knox,Townhouse,4,2.5,5442,12548,2005,327288.25,342958.24,False,336912.54,413513.59,0.9543,Within band,-2.94
P-100690,San Antonio,TX,Bexar,Condo,4,1.0,4340,8493,1965,758327.38,686827.37,True,749293.82,732200.05,1.1041,Under-assessed,1.19
P-100691,Naperville,IL,DuPage,Single Family,7,4.5,1328,6796,1965,600794.13,625755.15,False,640627.09,505206.11,0.9601,Within band,-6.63
P-100692,Honolulu,HI,Honolulu,Multi Family,2,3.0,6394,14347,1964,1477853.81,1579432.72,True,1712856.52,2077660.27,0.9357,Within band,-15.9
P-100694,Detroit,MI,Wayne,Condo,4,1.0,2614,11592,1939,640666.64,517599.55,False,590514.97,562784.51,1.2378,Under-assessed,7.83
P-100695,Manhattan,NY,New York,Single Family,7,4.5,3995,13109,1990,3495036.42,3228354.9,False,3355839.65,2430913.36,1.0826,Within band,3.98
P-100696,Durham,NC,Durham,Condo,3,5.0,3525,4787,2008,224904.39,235752.51,True,235148.32,326331.07,0.954,Within band,-4.55
P-100697,Salt Lake City,UT,Salt Lake,Condo,7,2.5,4411,8820,1993,772558.46,761465.9,True,770900.23,679537.45,1.0146,Within band,0.21
P-100698,Memphis,TN,Shelby,Condo,5,3.0,825,12516,1996,502831.66,517569.43,True,559308.46,422769.99,0.9715,Within band,-11.23
P-100699,Reno,NV,Washoe,Townhouse,3,1.0,5593,6460,2011,708483.73,592225.1,False,682985.5,702762.17,1.1963,Under-assessed,3.6
P-100700,Atlanta,GA,Fulton,Townhouse,1,1.5,3905,13309,2009,860243.31,895921.2,True,846827.38,747717.35,0.9602,Within band,1.56
P-100701,Saint Paul,MN,Ramsey,Condo,3,1.5,3382,10783,2016,193341.75,155856.7,False,188829.11,309932.19,1.2405,Under-assessed,2.33
P-100702,Columbia,SC,Richland,Townhouse,5,3.5,1168,3992,1944,616455.77,526783.65,False,568525.46,436604.14,1.1702,Under-assessed,7.78
P-100703,Atlanta,GA,Fulton,Single Family,5,1.0,5003,6973,2023,848713.41,706411.73,False,787741.95,638609.49,1.2014,Under-assessed,7.18
P-100704,Lawrenceville,GA,Gwinnett,Condo,7,4.0,4269,6175,2005,552480.24,482794.06,False,538533.16,534955.76,1.1443,Under-assessed,2.52
P-100705,Baltimore,MD,Baltimore,Condo,5,5.0,4873,11331,2016,955657.34,845535.48,False,946653.93,613800.15,1.1302,Under-assessed,0.94
P-100706,Cincinnati,OH,Hamilton,Single Family,5,4.0,3105,11257,2020,721177.8,724939.26,False,735740.68,501930.5,0.9948,Within band,-2.02
P-100707,Baton Rouge,LA,East Baton Rouge,Single Family,1,3.0,3753,6837,1965,872065.95,913161.05,True,873398.23,640749.02,0.955,Within band,-0.15
P-100709,Austin,TX,Travis,Townhouse,7,4.0,966,3520,1938,587026.28,587354.92,True,644282.5,324185.24,0.9994,Within band,-9.75
P-100710,Philadelphia,PA,Philadelphia,Condo,7,4.5,2676,12508,1921,608698.94,494592.12,True,507049.1,439138.47,1.2307,Under-assessed,16.7
P-100711,Fairfax,VA,Fairfax,Condo,6,4.0,2933,11719,1956,641645.79,563653.59,True,549022.67,949462.62,1.1384,Under-assessed,14.44
P-100712,Charleston,SC,Charleston,Multi Family,2,1.5,6282,7386,1950,460039.93,428496.17,False,451644.15,677148.34,1.0736,Within band,1.83
P-100713,Lawrenceville,GA,Gwinnett,Townhouse,7,3.0,2037,7773,1979,276506.45,225885.99,True,264669.84,437937.04,1.2241,Under-assessed,4.28
P-100714,Reno,NV,Washoe,Condo,3,5.0,1919,4267,1990,872057.7,726781.38,False,833315.11,569814.54,1.1999,Under-assessed,4.44
P-100715,Cleveland,OH,Cuyahoga,Single Family,5,1.0,3774,13062,1935,788462.35,779383.98,False,794814.43,619551.03,1.0116,Within band,-0.81
P-100716,Lexington,KY,Fayette,Condo,6,4.5,5618,9714,1964,884502.26,828332.2,True,873296.53,650706.26,1.0678,Within band,1.27
P-100717,Detroit,MI,Wayne,Condo,2,1.0,4367,11090,2010,806247.92,699900.34,True,796520.94,666281.11,1.1519,Under-assessed,1.21
P-100718,Kansas City,MO,Jackson,Multi Family,2,5.0,2286,6316,1947,675820.09,580110.84,False,644664.62,469060.86,1.165,Under-assessed,4.61
P-100719,Philadelphia,PA,Philadelphia,Condo,6,4.5,3060,13276,1972,159690.85,143930.15,True,160385.11,290944.88,1.1095,Under-assessed,-0.43
P-100720,Detroit,MI,Wayne,Single Family,6,4.0,5310,8550,1939,440805.99,385136.4,False,404842.22,471730.27,1.1445,Under-assessed,8.16
P-100721,Columbia,SC,Richland,Single Family,3,1.5,3166,9010,1945,699995.76,624584.2,False,678773.58,509915.52,1.1207,Under-assessed,3.03
P-100722,Rockville,MD,Montgomery,Single Family,2,2.0,4001,5941,1988,1392277.79,1179933.33,False,1260239.41,674116.01,1.18,Under-assessed,9.48
P-100724,Fairfax,VA,Fairfax,Single Family,2,2.0,5712,10628,2006,772338.9,643583.48,True,698092.59,586318.48,1.2001,Under-assessed,9.61
P-100725,Knoxville,TN,Knox,Single Family,3,3.0,2173,10584,1955,885988.39,838927.09,True,832738.63,660453.26,1.0561,Within band,6.01
P-100726,Saint Paul,MN,Ramsey,Single Family,6,1.5,3327,12359,1924,221906.89,178236.36,False,216026.47,286726.74,1.245,Under-assessed,2.65
P-100727,Detroit,MI,Wayne,Multi Family,4,3.5,1684,7356,2012,324038.59,306750.85,True,320449.33,442548.08,1.0564,Within band,1.11
P-100728,Las Vegas,NV,Clark,Single Family,2,1.5,2050,8167,1928,240124.78,209168.76,True,230907.46,252448.89,1.148,Under-assessed,3.84
P-100730,Austin,TX,Travis,Townhouse,6,5.0,2178,9977,1945,672425.35,660077.84,True,685246.62,492180.0,1.0187,Within band,-1.91
P-100731,Boston,MA,Suffolk,Condo,5,2.5,6334,8365,2009,2773082.89,2374076.24,True,2729143.96,1988662.06,1.1681,Under-assessed,1.58
P-100732,Philadelphia,PA,Philadelphia,Condo,5,1.0,5964,17162,1952,339530.33,278209.79,False,330681.98,410909.45,1.2204,Under-assessed,2.61
P-100733,Houston,TX,Harris,Townhouse,6,1.5,5262,9561,2013,774985.64,703248.13,True,782151.75,662260.6,1.102,Under-assessed,-0.92
P-100734,Tucson,AZ,Pima,Single Family,3,4.0,4398,12006,1977,239094.18,245111.13,True,255687.13,405077.59,0.9755,Within band,-6.94
P-100735,Queens,NY,Queens,Single Family,2,2.0,2377,3930,1922,1643439.51,1448309.05,True,1568366.95,1119376.14,1.1347,Under-assessed,4.57
P-100736,Tacoma,WA,Pierce,Multi Family,7,2.0,4592,15500,1927,1527776.69,1252886.62,True,1456233.73,1607450.2,1.2194,Under-assessed,4.68
P-100737,Arlington,VA,Arlington,Single Family,3,3.0,6203,16336,1974,1033952.11,867308.42,False,1005317.49,952692.32,1.1921,Under-assessed,2.77
P-100738,Louisville,KY,Jefferson,Condo,3,2.5,3160,13545,1980,733708.79,661972.03,False,706316.11,576194.84,1.1084,Under-assessed,3.73
P-100739,Baton Rouge,LA,East Baton Rouge,Townhouse,5,1.5,3746,6176,1999,370890.85,351338.28,True,381055.16,496378.83,1.0557,Within band,-2.74
P-100740,Tacoma,WA,Pierce,Single Family,3,3.5,5684,13590,1991,895666.6,973589.85,True,956755.9,1351984.83,0.92,Within band,-6.82
P-100741,Lawrenceville,GA,Gwinnett,Condo,5,5.0,2913,6979,2021,413286.95,432122.9,True,426996.04,430980.32,0.9564,Within band,-3.32
P-100742,San Francisco,CA,San Francisco,Single Family,5,4.5,3173,4938,1955,1840626.87,1862510.12,True,1860610.48,1731980.81,0.9883,Within band,-1.09
P-100743,Tampa,FL,Hillsborough,Multi Family,5,1.0,5751,12865,2002,372629.7,334615.19,False,352994.7,447056.82,1.1136,Under-assessed,5.27
P-100744,Cambridge,MA,Middlesex,Single Family,1,5.0,1938,13633,1950,730171.19,797124.84,True,842929.9,1102109.2,0.916,Within band,-15.44
P-100745,Provo,UT,Utah,Condo,7,1.5,2297,9645,1940,209894.34,184334.75,True,212455.04,252976.81,1.1387,Under-assessed,-1.22
P-100746,Baltimore,MD,Baltimore,Single Family,5,3.5,3245,9594,2016,1061196.72,855087.61,False,1000826.6,968944.68,1.241,Under-assessed,5.69
P-100747,Oakland,CA,Alameda,Single Family,1,3.5,6349,7669,1994,3139023.22,3357416.65,True,3158377.71,1959250.35,0.935,Within band,-0.62
P-100748,Omaha,NE,Douglas,Condo,7,3.0,3340,6547,1961,820383.94,685636.12,False,760238.25,854481.76,1.1965,Under-assessed,7.33
P-100749,Naperville,IL,DuPage,Condo,2,3.0,6250,17296,1947,811588.68,723134.59,True,787959.74,646223.56,1.1223,Under-assessed,2.91
P-100750,San Antonio,TX,Bexar,Condo,4,4.0,6497,11860,1978,887699.0,910919.07,False,854688.24,657896.74,0.9745,Within band,3.72
P-100751,Irvine,CA,Orange,Condo,1,3.0,4245,10494,2013,2182738.28,1809860.67,False,2045379.94,2123462.73,1.206,Under-assessed,6.29
P-100752,Pittsburgh,PA,Allegheny,Condo,4,2.5,1585,12016,2015,862891.49,698174.38,False,815550.93,592451.54,1.2359,Under-assessed,5.49
P-100755,San Diego,CA,San Diego,Single Family,5,2.0,3657,14447,1967,2664905.74,2248404.18,True,2506137.19,1795894.71,1.1852,Under-assessed,5.96
P-100757,Hempstead,NY,Nassau,Single Family,5,3.5,5025,15391,2015,936255.31,910141.07,False,973498.7,1321823.42,1.0287,Within band,-3.98
P-100759,Phoenix,AZ,Maricopa,Condo,6,4.5,1875,13244,2016,266898.28,285035.37,False,272474.24,305925.17,0.9364,Within band,-2.09
P-100760,Aurora,CO,Arapahoe,Single Family,2,2.0,6174,7342,1928,604120.68,559763.28,True,593007.15,656693.61,1.0792,Within band,1.84
P-100761,Detroit,MI,Wayne,Single Family,6,1.0,6163,14213,1924,509995.98,412745.92,True,494196.3,575844.92,1.2356,Under-assessed,3.1
P-100763,Scottsdale,AZ,Maricopa,Single Family,2,4.0,1377,1545,2007,220139.64,220706.02,True,220046.35,291153.28,0.9974,Within band,0.04
P-100764,Tacoma,WA,Pierce,Townhouse,1,5.0,4623,7472,1977,1344837.9,1091934.34,True,1272261.15,1706167.09,1.2316,Under-assessed,5.4
P-100765,Fairfax,VA,Fairfax,Single Family,7,4.0,959,5911,1943,568107.18,570896.55,False,569990.7,574833.64,0.9951,Within band,-0.33
P-100766,Miami,FL,Miami-Dade,Townhouse,1,4.5,4664,10671,2021,665158.54,673488.08,True,663731.68,564477.87,0.9876,Within band,0.21
P-100768,Baltimore,MD,Baltimore,Condo,2,2.0,3060,5242,2015,1141768.68,1040787.88,False,1143782.69,1131785.94,1.097,Within band,-0.18
P-100769,Aurora,CO,Arapahoe,Condo,6,4.5,4518,12361,1947,418856.42,404577.51,False,431674.26,560744.65,1.0353,Within band,-3.06
P-100770,Baltimore,MD,Baltimore,Multi Family,7,3.5,2446,6746,1972,371607.62,302069.68,False,362576.11,672912.78,1.2302,Under-assessed,2.43
P-100771,Troy,MI,Oakland,Condo,4,2.0,2577,12390,1986,344349.59,283233.26,True,317879.09,391849.32,1.2158,Under-assessed,7.69
P-100772,Cleveland,OH,Cuyahoga,Townhouse,3,5.0,5558,10917,1959,787195.54,750537.41,False,781027.33,697017.75,1.0488,Within band,0.78
P-100773,Lexington,KY,Fayette,Townhouse,5,5.0,5649,15993,1928,316242.49,341620.4,False,333429.12,430844.66,0.9257,Within band,-5.43
P-100774,Louisville,KY,Jefferson,Multi Family,3,3.0,5496,12440,2005,634106.68,623907.78,True,643364.67,512961.93,1.0163,Within band,-1.46
P-100775,Columbus,OH,Franklin,Single Family,1,3.0,5831,9878,1946,586542.37,615351.44,True,609151.84,582765.32,0.9532,Within band,-3.85
P-100776,Seattle,WA,King,Single Family,3,1.5,3684,12706,1970,459964.57,480017.81,True,492505.51,770759.9,0.9582,Within band,-7.07
P-100777,Cambridge,MA,Middlesex,Single Family,5,1.5,4502,11664,1969,1405083.04,1200406.59,False,1280215.06,1218748.16,1.1705,Under-assessed,8.89
P-100779,Tulsa,OK,Tulsa,Single Family,5,3.5,2401,5216,2023,873791.78,752284.36,True,734308.92,288346.88,1.1615,Under-assessed,15.96
P-100780,Seattle,WA,King,Condo,4,2.0,2021,5631,1955,777530.07,778578.55,True,861189.63,1156503.98,0.9987,Within band,-10.76
