property_id,city,state,county,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,last_sale_price,assessed_value,owner_occupied
P-100316,Tampa,FL,Hillsborough,Single Family,3,5.0,3385,4703,1978,713153.4,709115.36,True
P-100317,Fort Lauderdale,FL,Broward,Condo,2,1.0,2181,2596,2012,897179.18,849422.12,True
P-100318,Nashville,TN,Davidson,Condo,4,5.0,1820,11312,1949,841356.33,858720.17,True
P-100319,Atlanta,GA,Fulton,Townhouse,1,1.5,1535,9680,1996,743356.67,608759.33,True
P-100320,Provo,UT,Utah,Townhouse,1,1.5,2843,5157,2016,443820.37,404310.68,True
P-100321,Bronx,NY,Bronx,Single Family,6,3.0,4009,15371,2023,2866334.18,2888426.45,True
P-100322,Atlanta,GA,Fulton,Condo,3,4.0,637,9774,1950,269684.23,294774.96,True
P-100323,Tacoma,WA,Pierce,Single Family,4,2.0,1908,12887,1925,614784.22,544403.33,True
P-100324,San Diego,CA,San Diego,Single Family,1,2.5,4243,13953,1994,1444215.56,1479058.74,True
P-100325,Philadelphia,PA,Philadelphia,Single Family,4,2.0,2370,12354,1978,258887.4,217703.95,True
P-100326,Fort Worth,TX,Tarrant,Single Family,4,2.0,3414,7016,1957,590836.07,613506.23,False
P-100327,Philadelphia,PA,Philadelphia,Condo,1,4.0,2620,6680,1961,458714.0,489698.66,True
P-100329,Dallas,TX,Dallas,Townhouse,1,4.5,4399,6670,2010,436181.09,462991.2,False
P-100330,Columbia,SC,Richland,Townhouse,5,2.5,6208,7534,1999,807060.85,871361.79,False
P-100331,St. Louis,MO,St. Louis,Single Family,5,2.5,1733,7220,1950,540914.38,510378.7,False
P-100332,Henderson,NV,Clark,Single Family,3,3.5,4306,12272,1984,530812.43,499520.59,True
P-100334,Rockville,MD,Montgomery,Condo,1,1.0,2503,11016,2002,703052.84,634742.64,False
P-100335,Portland,OR,Multnomah,Single Family,7,3.0,2457,10390,1967,1464868.86,1543465.1,False
P-100336,Salt Lake City,UT,Salt Lake,Single Family,2,2.5,1557,2231,1960,568129.63,498887.22,False
P-100337,Manhattan,NY,New York,Single Family,1,4.0,4691,7072,1978,3279824.43,2628084.91,False
P-100338,Rockville,MD,Montgomery,Townhouse,6,1.5,4523,5179,1937,1113610.0,993813.03,True
P-100339,Boise,ID,Ada,Single Family,6,1.5,4792,11254,1944,502562.98,493277.3,True
P-100340,Cleveland,OH,Cuyahoga,Single Family,7,5.0,1317,4850,2013,812487.8,891932.17,False
P-100341,Brooklyn,NY,Kings,Condo,3,1.5,5438,11594,1931,470187.55,505133.37,True
P-100343,Pittsburgh,PA,Allegheny,Condo,4,1.5,5506,11433,1994,494779.01,524715.01,True
P-100345,Decatur,GA,DeKalb,Condo,3,3.5,1385,10140,1994,394270.91,316942.28,True
P-100346,Queens,NY,Queens,Condo,7,5.0,6437,15466,2009,2756735.57,2550542.44,True
P-100347,Brooklyn,NY,Kings,Single Family,2,2.0,6287,8619,2008,1141052.01,984673.46,True
P-100348,Saint Paul,MN,Ramsey,Townhouse,1,4.5,1574,5719,1925,171672.94,137867.4,True
P-100349,San Antonio,TX,Bexar,Single Family,7,5.0,5621,9583,1984,564783.58,590693.56,False
P-100350,Salt Lake City,UT,Salt Lake,Single Family,3,2.0,4201,15236,1933,261061.86,285703.58,True
P-100351,Tampa,FL,Hillsborough,Condo,5,1.0,1273,6648,1983,210263.63,197034.63,True
P-100352,Lawrenceville,GA,Gwinnett,Single Family,6,1.5,3847,11024,1986,633667.65,529597.47,False
P-100353,Oakland,CA,Alameda,Multi Family,1,2.5,4079,15960,1983,1299480.91,1338194.59,True
P-100354,Tulsa,OK,Tulsa,Single Family,1,3.0,4608,12755,1949,610129.4,493544.08,False
P-100355,Cincinnati,OH,Hamilton,Single Family,6,5.0,4632,12267,1945,348979.09,330509.41,True
P-100356,Saint Paul,MN,Ramsey,Single Family,1,1.0,2048,11168,2004,791081.35,842826.04,False
P-100357,Orlando,FL,Orange,Single Family,4,5.0,1880,10181,1927,425280.16,415632.06,False
P-100358,San Jose,CA,Santa Clara,Townhouse,1,3.5,3717,5311,1974,1502686.23,1387849.27,False
P-100359,Lakewood,CO,Jefferson,Single Family,6,4.0,5253,13686,1973,619942.66,583310.23,True
P-100360,Miami,FL,Miami-Dade,Townhouse,2,3.0,3576,10719,1945,507622.33,554441.44,True
P-100361,Grand Rapids,MI,Kent,Single Family,5,5.0,4493,11490,1946,390906.86,389132.55,False
P-100362,Chicago,IL,Cook,Condo,2,1.0,5743,17266,1986,792913.65,753078.53,True
P-100363,Saint Paul,MN,Ramsey,Condo,2,3.0,4166,10887,1960,790945.04,783176.57,True
P-100364,Scottsdale,AZ,Maricopa,Condo,4,4.5,5186,12331,1974,624599.2,537528.29,False
P-100365,Fairfax,VA,Fairfax,Single Family,4,3.5,6102,16873,1931,776274.06,789680.57,True
P-100366,Charleston,SC,Charleston,Single Family,7,3.5,3297,12870,2014,424161.52,433996.85,True
P-100367,Portland,OR,Multnomah,Single Family,3,5.0,4071,11851,2007,595616.03,633634.24,False
P-100368,Boise,ID,Ada,Condo,6,3.5,6213,8212,1988,796223.29,742654.06,True
P-100369,Bronx,NY,Bronx,Single Family,7,4.5,4459,11224,1962,2638027.35,2837366.88,True
P-100370,Pittsburgh,PA,Allegheny,Single Family,6,4.5,5851,8080,1920,432516.24,385659.27,True
P-100371,Jacksonville,FL,Duval,Single Family,3,2.0,6231,15947,1961,743632.36,613734.43,True
P-100372,Fort Wayne,IN,Allen,Single Family,1,4.0,5662,12689,1996,322923.07,351149.73,False
P-100373,Kansas City,MO,Jackson,Condo,3,4.5,3729,5862,1975,787943.43,681311.03,True
P-100374,Durham,NC,Durham,Single Family,1,1.0,4441,6623,1961,880031.36,885360.6,True
P-100375,Miami,FL,Miami-Dade,Townhouse,5,1.0,643,4798,1984,603333.14,659598.28,True
P-100376,Arlington,VA,Arlington,Multi Family,2,3.0,1557,6689,1925,1474219.92,1564890.15,False
P-100377,Wichita,KS,Sedgwick,Single Family,7,2.0,5152,15923,2001,742611.74,636177.64,True
P-100378,Saint Paul,MN,Ramsey,Condo,4,4.5,4638,6481,2012,796165.85,720435.58,False
P-100380,San Antonio,TX,Bexar,Condo,5,1.0,3298,4016,2003,605444.59,543371.17,True
P-100381,Henderson,NV,Clark,Multi Family,3,2.0,2566,9101,1931,135999.39,115447.46,True
P-100382,Fairfax,VA,Fairfax,Single Family,7,3.5,4799,8073,1982,834530.9,786905.81,True
P-100384,Jacksonville,FL,Duval,Condo,1,1.0,4805,6568,1985,451432.55,424074.36,True
P-100385,Dallas,TX,Dallas,Single Family,1,4.0,6370,11246,1960,578022.54,593748.38,False
P-100386,Waukegan,IL,Lake,Multi Family,5,1.0,647,7117,1934,130377.59,122963.79,False
P-100387,Aurora,CO,Arapahoe,Condo,1,1.0,6301,9384,1923,551075.38,464857.57,True
P-100389,Pittsburgh,PA,Allegheny,Townhouse,6,4.5,2499,14201,1927,532080.87,517672.66,False
P-100390,Boise,ID,Ada,Condo,4,3.5,4189,7991,1984,291367.83,262739.75,True
P-100391,Pittsburgh,PA,Allegheny,Single Family,6,4.5,1657,4496,1945,241924.99,200863.33,True
P-100392,San Diego,CA,San Diego,Condo,1,1.5,3366,10421,1934,2333566.91,2260279.92,False
P-100393,Cambridge,MA,Middlesex,Single Family,1,1.5,5207,5894,1984,771503.81,644528.02,True
P-100394,Boston,MA,Suffolk,Single Family,1,2.5,4197,11008,2018,2795551.15,2936569.96,True
P-100395,Pittsburgh,PA,Allegheny,Condo,2,4.0,3986,10692,1978,862435.62,895537.8,False
P-100396,Nashville,TN,Davidson,Single Family,6,2.0,5306,6253,2000,884436.72,882763.8,False
P-100397,Aurora,CO,Arapahoe,Townhouse,2,4.0,4255,14804,1946,1365095.71,1414925.08,True
P-100398,San Francisco,CA,San Francisco,Single Family,5,5.0,2925,6426,1931,2010598.4,1922937.84,True
P-100399,Aurora,CO,Arapahoe,Condo,6,5.0,3503,5531,1926,1207871.93,1128902.55,False
P-100400,Oklahoma City,OK,Oklahoma,Townhouse,6,2.0,6451,12638,1986,695259.61,624589.31,True
P-100401,Philadelphia,PA,Philadelphia,Condo,4,1.5,3625,14714,1987,434147.89,414907.97,False
P-100402,Pittsburgh,PA,Allegheny,Single Family,6,5.0,4934,6868,2008,285861.18,231485.3,False
P-100403,Orlando,FL,Orange,Single Family,3,3.0,3667,8635,1957,499021.92,420606.02,True
P-100404,Austin,TX,Travis,Townhouse,3,4.5,3367,9548,1980,770878.79,756781.66,True
P-100406,Boise,ID,Ada,Single Family,5,5.0,2151,9947,1984,819554.14,817485.85,False
P-100407,New Orleans,LA,Orleans,Single Family,4,1.0,3384,10544,1943,443650.41,425181.48,True
P-100408,Manhattan,NY,New York,Single Family,1,3.5,2086,2531,2011,628430.44,521360.51,True
P-100409,San Diego,CA,San Diego,Condo,4,1.5,2806,3799,1960,1867711.78,1530846.55,True
P-100410,Charlotte,NC,Mecklenburg,Condo,2,2.0,3658,12512,1941,729978.46,792598.78,False
P-100412,Fort Wayne,IN,Allen,Townhouse,6,3.5,5803,10085,2016,672048.19,587221.25,True
P-100413,Tulsa,OK,Tulsa,Single Family,7,4.0,5008,6337,2020,803841.83,661768.36,False
P-100416,Indianapolis,IN,Marion,Single Family,3,2.5,4885,16827,2020,333975.82,335109.21,False
P-100417,Austin,TX,Travis,Condo,1,5.0,4422,12541,1966,523460.39,557558.98,True
P-100418,Reno,NV,Washoe,Single Family,2,2.5,1947,7341,1959,169018.42,140119.28,False
P-100419,Raleigh,NC,Wake,Single Family,7,3.5,4857,8735,1929,725084.59,675458.96,True
P-100421,Tucson,AZ,Pima,Townhouse,5,1.5,3382,14046,2006,730684.73,697923.65,True
P-100422,Lexington,KY,Fayette,Townhouse,4,2.0,2591,4846,2022,154375.21,137934.26,True
P-100424,Nashville,TN,Davidson,Townhouse,5,3.5,5647,10556,1973,376322.86,352347.57,True
P-100425,Waukegan,IL,Lake,Multi Family,2,1.0,3572,3734,1929,399151.6,333114.68,False
P-100426,Los Angeles,CA,Los Angeles,Condo,6,2.0,3383,12468,1951,994551.36,848176.5,True
P-100428,Honolulu,HI,Honolulu,Condo,7,2.0,3284,7333,1926,2369850.38,2516438.54,False
P-100429,Oakland,CA,Alameda,Condo,3,4.5,4850,12456,1942,1431560.56,1370923.52,True
P-100430,Billings,MT,Yellowstone,Condo,4,2.5,3106,10069,1968,565668.9,516021.39,True
P-100431,New Orleans,LA,Orleans,Single Family,4,4.0,3610,11761,1960,332955.18,284300.35,False
P-100432,Boston,MA,Suffolk,Single Family,3,1.0,5073,8354,1962,1049771.28,918557.32,True
P-100433,Brooklyn,NY,Kings,Townhouse,7,4.0,3923,13424,2016,2448690.95,2439452.8,False
P-100434,Charleston,SC,Charleston,Condo,4,4.0,2316,9503,1977,785296.42,716512.35,True
P-100435,Nashville,TN,Davidson,Condo,3,3.5,5408,5788,1992,732579.09,619840.57,True
P-100436,Troy,MI,Oakland,Single Family,6,3.0,1363,4171,1933,646410.72,523345.59,True
P-100438,Naperville,IL,DuPage,Single Family,2,3.0,5412,8737,1984,679082.2,599379.88,False
P-100439,Charlotte,NC,Mecklenburg,Townhouse,1,1.5,2958,13546,1978,390489.84,395759.26,True
P-100440,Kansas City,MO,Jackson,Single Family,2,2.0,2842,13132,1988,347673.88,350946.6,False
P-100441,Tampa,FL,Hillsborough,Multi Family,4,2.0,2670,6067,1984,154815.43,127251.88,True
P-100443,Tulsa,OK,Tulsa,Single Family,1,1.0,6149,10625,1939,463713.23,401112.75,True
P-100444,Honolulu,HI,Honolulu,Townhouse,1,1.0,3691,6996,1951,1592666.35,1369686.22,False
P-100446,Billings,MT,Yellowstone,Condo,6,3.5,959,2062,1947,440655.53,431692.92,True
P-100447,Albuquerque,NM,Bernalillo,Townhouse,7,4.5,1153,6643,1922,594655.99,555809.18,True
P-100448,Wichita,KS,Sedgwick,Townhouse,1,1.0,1726,7862,1983,351359.49,320694.37,False
P-100450,Tulsa,OK,Tulsa,Single Family,1,2.5,1026,11419,1938,851854.13,704932.99,True
P-100451,St. Louis,MO,St. Louis,Condo,3,3.0,5322,12666,2001,277092.78,286621.08,True
P-100452,Boston,MA,Suffolk,Single Family,7,3.0,5475,14276,1939,2136199.02,1873847.11,True
P-100453,Irvine,CA,Orange,Single Family,1,5.0,3665,11716,1971,3273357.77,3571717.1,False
P-100454,Philadelphia,PA,Philadelphia,Multi Family,3,3.5,4774,16392,1982,615284.2,620782.76,True
P-100455,Fort Worth,TX,Tarrant,Single Family,6,2.0,2683,6736,1997,571106.6,601063.87,False
P-100456,Troy,MI,Oakland,Single Family,7,4.0,2671,14006,1958,510504.52,509251.65,False
P-100457,Fort Lauderdale,FL,Broward,Multi Family,6,3.0,652,3411,1982,121231.29,125125.61,False
P-100458,Atlanta,GA,Fulton,Single Family,4,2.5,2120,5412,1927,704934.27,724495.78,False
P-100459,Fort Lauderdale,FL,Broward,Single Family,3,1.0,5397,9243,1981,498451.6,413835.82,True
P-100460,Miami,FL,Miami-Dade,Condo,4,4.5,3360,13262,1974,382509.16,408154.74,True
P-100461,Reno,NV,Washoe,Single Family,1,1.5,4946,9524,2009,706123.0,642945.45,True
P-100462,Austin,TX,Travis,Townhouse,6,4.5,2513,12454,1982,432128.85,448631.04,False
P-100463,Denver,CO,Denver,Condo,1,2.0,4679,6105,1958,1298824.93,1423727.58,True
P-100464,Waukegan,IL,Lake,Single Family,3,4.0,2896,6506,2012,320950.26,348375.83,False
P-100465,Sacramento,CA,Sacramento,Townhouse,4,4.0,5956,16476,2020,2163794.83,2014684.86,True
P-100466,Lawrenceville,GA,Gwinnett,Townhouse,6,1.0,3146,4159,1995,537770.37,492836.25,False
P-100467,Baton Rouge,LA,East Baton Rouge,Townhouse,2,3.0,2393,10582,2007,475511.93,420836.54,True
P-100469,Aurora,CO,Arapahoe,Single Family,3,4.0,3803,4979,1987,1172105.52,1182552.37,True
P-100470,New Orleans,LA,Orleans,Single Family,6,4.5,2984,5356,1946,290146.45,249147.75,True
P-100471,Cincinnati,OH,Hamilton,Single Family,1,1.5,4822,15473,1963,582846.06,575905.39,True
P-100472,Oklahoma City,OK,Oklahoma,Multi Family,3,4.5,3609,3799,1935,210969.55,199738.7,True
P-100473,Baltimore,MD,Baltimore,Multi Family,3,2.0,1414,6742,1928,1156521.78,1201125.87,True
P-100474,Columbia,SC,Richland,Single Family,7,2.5,5995,7917,1943,792362.69,676662.89,True
P-100475,Naperville,IL,DuPage,Single Family,1,5.0,3045,9001,1989,253850.49,203086.91,False
P-100476,Brooklyn,NY,Kings,Townhouse,5,5.0,4782,8220,2008,751977.85,611674.32,False
P-100477,Baton Rouge,LA,East Baton Rouge,Condo,3,3.0,3727,14372,1940,432046.31,468088.54,True
P-100478,Honolulu,HI,Honolulu,Townhouse,2,4.0,1857,7040,2020,1772562.75,1930684.76,True
P-100479,Reno,NV,Washoe,Condo,3,1.0,1402,7581,1948,415333.23,429795.17,True
P-100480,Memphis,TN,Shelby,Single Family,2,3.5,3791,6751,1964,748746.3,816433.03,True
P-100481,Houston,TX,Harris,Condo,1,3.5,6395,10476,2006,594788.33,557516.5,True
P-100482,Lakewood,CO,Jefferson,Single Family,1,2.5,1367,4072,1993,368893.83,326749.65,False
P-100483,Baltimore,MD,Baltimore,Single Family,4,1.0,5648,8763,2015,308748.31,312075.85,False
P-100484,Tulsa,OK,Tulsa,Condo,2,2.0,1215,7228,1937,520673.9,482569.26,False
P-100485,Tampa,FL,Hillsborough,Townhouse,4,2.5,3097,13631,1985,764067.36,825669.77,True
P-100487,Rockville,MD,Montgomery,Condo,7,3.0,1490,8675,2004,1307228.95,1100637.52,True
P-100489,Jacksonville,FL,Duval,Single Family,7,2.5,1026,12139,1963,455138.74,464801.09,True
P-100490,Charlotte,NC,Mecklenburg,Condo,6,2.5,6058,13089,1945,489636.41,510683.79,True
P-100491,Tucson,AZ,Pima,Single Family,4,1.0,5650,8920,1931,794193.09,732396.26,True
P-100492,San Jose,CA,Santa Clara,Townhouse,3,3.5,6429,13278,1951,1425514.7,1218138.64,True
P-100493,Miami,FL,Miami-Dade,Condo,1,1.5,6080,6303,2007,550379.22,461819.03,False
P-100494,Scottsdale,AZ,Maricopa,Single Family,6,1.5,936,10546,2003,757579.14,766214.04,True
P-100495,Chicago,IL,Cook,Condo,7,5.0,3445,9441,1977,611294.42,656074.64,False
P-100496,Jacksonville,FL,Duval,Condo,6,4.0,4655,15873,1988,798799.46,678704.33,True
P-100497,Austin,TX,Travis,Condo,4,5.0,6397,18202,1987,321891.0,278790.08,True
P-100498,Los Angeles,CA,Los Angeles,Condo,7,2.5,4979,6882,1920,2428368.78,2383560.18,True
P-100499,Denver,CO,Denver,Condo,6,3.0,2047,6241,1922,944866.43,976477.69,True
P-100500,Indianapolis,IN,Marion,Multi Family,2,4.5,2498,14455,2012,458444.78,490834.11,False
P-100502,Houston,TX,Harris,Single Family,7,1.0,1682,5750,2018,185204.53,200313.43,True
P-100503,San Francisco,CA,San Francisco,Single Family,3,3.5,4523,7054,1951,620420.3,546116.9,True
P-100504,Cambridge,MA,Middlesex,Multi Family,4,2.0,3494,14231,1956,1138947.4,1145012.57,True
P-100505,Phoenix,AZ,Maricopa,Townhouse,1,1.0,5552,8027,1942,454330.16,445190.6,True
P-100506,Seattle,WA,King,Single Family,7,1.0,1817,12562,1938,1426780.81,1332625.57,True
P-100507,Manhattan,NY,New York,Townhouse,4,4.0,4542,15903,1972,2285316.5,2056875.22,True
P-100508,Salt Lake City,UT,Salt Lake,Condo,5,2.5,6359,7788,1950,402133.36,441611.43,False
P-100509,Columbus,OH,Franklin,Multi Family,2,2.5,2439,3354,2015,227485.02,230030.32,True
P-100510,New Orleans,LA,Orleans,Townhouse,2,1.5,2607,3869,1921,563962.86,521636.58,True
P-100511,Nashville,TN,Davidson,Single Family,5,2.0,4722,7349,1921,429184.74,430889.06,True
P-100512,Minneapolis,MN,Hennepin,Single Family,6,2.5,3880,14022,1927,290747.0,304339.86,True
P-100513,Billings,MT,Yellowstone,Multi Family,2,3.0,1488,3198,1929,402907.27,424657.33,True
P-100514,Oklahoma City,OK,Oklahoma,Single Family,2,3.0,1296,10636,1992,155002.14,146499.05,False
P-100515,Troy,MI,Oakland,Single Family,6,1.5,3314,9986,2014,512791.15,534455.7,True
P-100516,Denver,CO,Denver,Single Family,6,2.5,2366,13531,2003,469035.15,397889.13,False
P-100517,Eugene,OR,Lane,Multi Family,1,4.0,2558,5979,1998,1028252.45,997477.12,False
P-100518,Indianapolis,IN,Marion,Condo,2,1.5,2894,12339,1966,395627.41,337769.23,False
P-100519,Tampa,FL,Hillsborough,Multi Family,7,2.0,4211,10219,1985,778971.8,710504.02,False
P-100520,Los Angeles,CA,Los Angeles,Condo,4,2.0,5270,11811,1929,1130306.43,1061000.08,True
P-100521,Decatur,GA,DeKalb,Townhouse,3,4.5,2341,13847,2014,491451.19,460181.92,False
P-100522,Oklahoma City,OK,Oklahoma,Condo,1,2.5,787,11988,1974,330481.53,281845.12,True
P-100523,Columbia,SC,Richland,Multi Family,3,3.0,1947,5200,1964,854714.48,805696.46,True
P-100525,Eugene,OR,Lane,Condo,6,2.5,4042,15452,1989,1229261.27,1122643.72,True
P-100526,Dallas,TX,Dallas,Single Family,6,4.5,3991,10714,1965,394724.75,366207.77,True
P-100527,Indianapolis,IN,Marion,Multi Family,6,3.0,6351,16515,1932,896383.31,942251.56,True
P-100528,Provo,UT,Utah,Condo,7,4.0,2335,5986,2019,474611.31,395992.1,True
P-100529,Austin,TX,Travis,Condo,3,4.0,6115,10072,1920,822146.06,665775.84,False
P-100530,Hempstead,NY,Nassau,Townhouse,6,4.0,1022,10489,1974,843054.92,773185.49,True
P-100533,Honolulu,HI,Honolulu,Single Family,2,3.0,2746,5705,1931,686013.36,623187.7,True
P-100534,Albuquerque,NM,Bernalillo,Single Family,7,2.0,2072,6966,1921,824837.77,800247.83,False
P-100535,Wichita,KS,Sedgwick,Single Family,2,1.0,4990,5367,1986,519160.88,449018.07,True
P-100536,San Francisco,CA,San Francisco,Townhouse,6,5.0,5940,10762,1979,2722843.09,2534472.98,True
P-100537,New Orleans,LA,Orleans,Single Family,4,4.5,4071,13841,2015,331905.66,327548.83,True
P-100538,Oakland,CA,Alameda,Multi Family,3,5.0,3485,10010,1923,799682.36,717158.62,False
P-100539,Manhattan,NY,New York,Townhouse,2,4.5,5248,10516,1949,2163003.78,1914440.63,True
P-100540,Lexington,KY,Fayette,Single Family,7,4.5,4684,5450,1955,448565.05,419783.11,True
P-100541,Dallas,TX,Dallas,Multi Family,1,5.0,4921,5561,1963,622925.02,586152.51,False
P-100542,San Francisco,CA,San Francisco,Single Family,4,1.5,3663,13787,1933,539328.95,565020.94,False
P-100543,Hempstead,NY,Nassau,Single Family,6,1.0,2727,3432,1934,596410.34,490555.05,False
P-100545,Durham,NC,Durham,Condo,6,1.5,1215,9318,1927,285730.87,247111.67,True
P-100546,Cambridge,MA,Middlesex,Single Family,2,2.5,3578,9895,1977,3096969.3,2666200.13,True
P-100547,Lexington,KY,Fayette,Condo,1,4.5,2132,6502,1923,491467.53,459911.52,True
P-100548,Boston,MA,Suffolk,Single Family,1,4.0,4061,7238,1957,1027821.38,1005430.03,True
P-100549,Boise,ID,Ada,Townhouse,3,2.5,1139,9857,1932,334858.39,330192.55,True
P-100550,Hempstead,NY,Nassau,Single Family,1,2.0,4722,16198,1999,1904112.9,2010303.72,True
P-100551,Reno,NV,Washoe,Single Family,2,3.0,1230,4027,2006,713003.39,697461.02,True
P-100552,Dallas,TX,Dallas,Single Family,7,1.5,1419,6409,2022,694225.44,657569.33,True
P-100553,Kansas City,MO,Jackson,Townhouse,4,1.5,2811,14046,1986,688008.12,580933.5,True
P-100554,Saint Paul,MN,Ramsey,Single Family,3,5.0,4280,12912,1942,326941.28,295768.58,True
P-100555,New Orleans,LA,Orleans,Townhouse,7,3.5,2962,4767,1921,509163.07,429804.57,True
P-100556,Everett,WA,Snohomish,Townhouse,1,1.0,4600,9610,1920,1762484.63,1851019.55,False
P-100558,Atlanta,GA,Fulton,Single Family,6,2.5,2648,4871,1973,552341.34,492411.66,True
P-100559,Saint Paul,MN,Ramsey,Townhouse,4,3.5,4103,11746,1973,869928.6,703164.92,True
P-100560,Charlotte,NC,Mecklenburg,Townhouse,3,1.0,3816,5879,1971,642661.8,669810.6,True
P-100563,Aurora,CO,Arapahoe,Condo,3,4.5,5991,16102,1935,818824.44,660379.75,True
P-100564,Baltimore,MD,Baltimore,Townhouse,6,3.0,3804,10125,2009,1259826.23,1165426.12,True
P-100565,Aurora,CO,Arapahoe,Single Family,4,4.5,2868,3017,1940,729297.2,771820.08,True
P-100566,Atlanta,GA,Fulton,Single Family,3,3.0,3827,4944,2002,497320.84,488246.0,False
P-100567,Jacksonville,FL,Duval,Single Family,1,2.0,2498,4079,2005,202851.94,191273.94,True
P-100568,Detroit,MI,Wayne,Single Family,4,3.5,5568,15911,1923,840369.66,699438.24,True
P-100569,Raleigh,NC,Wake,Single Family,4,5.0,2175,3584,1994,138909.58,115136.85,False
P-100570,Provo,UT,Utah,Condo,4,2.5,2299,11643,1980,510663.22,503280.9,True
P-100571,Louisville,KY,Jefferson,Condo,1,5.0,3310,3679,1948,760635.69,818962.76,False
P-100572,Salt Lake City,UT,Salt Lake,Multi Family,5,1.0,5072,16500,1934,574562.56,572246.84,True
P-100573,Brooklyn,NY,Kings,Single Family,1,1.0,3433,4592,1973,2274350.27,2453589.71,False
P-100574,Fort Worth,TX,Tarrant,Condo,7,2.5,775,1681,1923,723418.33,621309.49,False
P-100576,Louisville,KY,Jefferson,Single Family,4,2.0,2915,3631,1960,392740.62,419104.28,False
P-100577,Irvine,CA,Orange,Townhouse,7,2.5,4233,15916,1958,3321352.31,3206505.77,False
P-100578,Memphis,TN,Shelby,Condo,2,3.0,5129,8582,1935,410464.19,425397.71,False
P-100579,Arlington,VA,Arlington,Single Family,1,3.0,5595,11885,1983,322618.17,295324.34,False
P-100581,Indianapolis,IN,Marion,Townhouse,7,5.0,2730,5393,1968,484519.33,406783.93,True
P-100582,Denver,CO,Denver,Condo,7,1.0,1618,6646,1992,1092931.77,961075.3,True
P-100583,Honolulu,HI,Honolulu,Condo,5,5.0,3172,4221,1976,998401.92,1034365.07,False
P-100584,Billings,MT,Yellowstone,Condo,7,4.5,5350,10549,1925,551658.03,451390.8,False
P-100585,Oklahoma City,OK,Oklahoma,Condo,1,2.5,2271,7608,1993,409660.3,411423.84,True
P-100586,Reno,NV,Washoe,Single Family,2,3.5,965,5730,1939,831260.67,691500.51,False
P-100587,New Orleans,LA,Orleans,Single Family,4,1.5,1233,4912,1992,512726.79,507136.69,False
P-100588,San Diego,CA,San Diego,Condo,2,3.5,2591,8521,1949,1840254.58,2009040.99,True
P-100589,Irvine,CA,Orange,Condo,5,2.0,5004,9017,2019,3223260.5,3144054.03,True
P-100590,Boston,MA,Suffolk,Single Family,4,1.0,1966,3945,1973,1253297.17,1270109.6,False
P-100591,Hempstead,NY,Nassau,Multi Family,3,2.0,3895,15313,1991,1186376.47,991465.37,False
P-100592,Irvine,CA,Orange,Multi Family,3,4.5,6335,8540,2013,1009524.88,986171.98,True
P-100593,Billings,MT,Yellowstone,Townhouse,3,1.5,2502,7373,1983,386071.42,368815.3,True
P-100594,Manhattan,NY,New York,Townhouse,3,1.5,3445,8111,1941,811580.79,767747.89,False
P-100595,Tacoma,WA,Pierce,Single Family,1,1.0,5022,13835,2022,1045154.63,1097152.48,True
P-100596,Charleston,SC,Charleston,Single Family,4,4.0,4640,8949,1931,794312.15,809793.39,False
P-100597,Henderson,NV,Clark,Condo,6,1.5,6390,17661,1960,815972.56,758865.32,False
P-100598,Honolulu,HI,Honolulu,Condo,6,2.5,2773,10475,1939,1927746.87,1966433.29,False
P-100599,Oakland,CA,Alameda,Townhouse,4,2.5,5824,11537,1981,2067906.47,2198943.28,True
P-100600,Knoxville,TN,Knox,Condo,4,4.5,3265,7318,2004,451394.92,424049.77,True
P-100601,Fairfax,VA,Fairfax,Condo,7,4.0,1098,10310,2018,687830.42,615804.61,True
P-100602,Phoenix,AZ,Maricopa,Single Family,5,2.5,5722,7529,1998,596386.09,585346.01,True
P-100603,Knoxville,TN,Knox,Condo,2,2.0,4988,11468,2011,298880.89,253576.9,False
P-100604,Columbia,SC,Richland,Condo,3,1.0,2484,12831,2018,656694.62,579032.26,True
P-100606,Chicago,IL,Cook,Multi Family,1,2.5,3928,13119,1955,497012.62,477112.82,True
P-100607,Provo,UT,Utah,Condo,4,3.5,4505,13731,1933,621398.48,523920.56,True
P-100609,Fort Wayne,IN,Allen,Single Family,6,4.5,4814,13903,2014,894349.18,962649.84,False
P-100610,Charleston,SC,Charleston,Single Family,4,4.5,1998,12257,2022,529179.49,542249.18,True
P-100611,Seattle,WA,King,Single Family,2,3.0,4886,16109,1946,2898581.87,2641697.93,False
P-100612,Hempstead,NY,Nassau,Single Family,1,1.0,3154,14646,1944,1057766.3,1016851.32,True
P-100613,Memphis,TN,Shelby,Condo,3,4.0,5387,17336,1959,406474.35,374354.95,True
P-100614,Waukegan,IL,Lake,Condo,5,4.0,3304,12735,2018,785652.17,693865.41,True
P-100615,Waukegan,IL,Lake,Townhouse,1,1.0,1722,10105,2023,462957.44,435877.54,True
P-100616,Rockville,MD,Montgomery,Townhouse,7,2.5,1960,12343,1955,1153617.21,1074217.17,True
P-100617,Atlanta,GA,Fulton,Multi Family,2,5.0,2164,8430,1967,259624.37,285231.52,True
P-100619,Fairfax,VA,Fairfax,Single Family,3,1.0,5621,17307,1939,1146767.49,1217034.48,True
